Classes = 1,2,3,4,5,7
Attributes = A1{Floating_Point},A2{Floating_Point},A3{Floating_Point},A4{Floating_Point}
63,64,67,54,7
59,64,67,54,7
63,68,70,58,7
63,64,70,58,7
78,87,88,70,4
78,87,88,70,4
74,87,96,74,4
78,87,96,70,4
78,91,88,70,4
78,96,92,74,4
74,87,88,70,4
66,83,84,66,7
66,79,80,63,7
66,83,84,63,7
70,83,84,66,7
74,91,96,70,4
82,91,96,81,4
82,91,100,78,4
74,83,92,74,4
63,67,80,70,5
70,75,88,70,7
78,91,100,78,7
86,91,96,81,7
86,100,108,81,3
82,104,112,89,3
66,79,76,59,5
59,56,66,44,5
56,56,69,59,5
52,56,73,59,5
56,56,73,59,5
52,60,73,59,5
56,56,69,55,5
52,56,73,59,5
52,53,69,59,5
52,56,73,66,5
56,56,84,78,5
56,63,88,78,5
63,87,96,74,1
63,91,100,78,1
66,104,108,89,1
70,113,122,96,1
63,113,122,96,1
63,109,122,96,1
63,109,122,96,1
63,109,117,100,1
63,104,117,96,1
63,109,112,92,1
66,104,117,96,1
70,109,122,100,1
66,113,127,103,1
66,109,117,96,1
66,104,122,96,1
66,113,117,100,1
70,113,122,103,1
70,113,122,103,1
63,67,66,55,7
63,67,66,55,7
63,67,69,59,7
79,88,97,72,4
79,88,93,72,4
75,91,97,72,4
75,88,90,72,4
79,88,93,68,4
79,88,93,72,4
67,81,86,64,7
67,81,82,64,7
75,91,97,79,4
79,95,101,79,4
63,57,75,68,5
71,84,86,75,7
75,81,90,68,7
79,95,105,83,7
79,95,105,86,3
75,84,90,68,3
63,66,68,49,5
56,54,72,57,5
56,54,79,64,5
59,57,82,68,5
59,60,86,75,5
59,60,93,79,5
63,70,97,83,5
75,91,105,86,3
79,103,110,90,3
67,99,101,83,1
75,99,101,79,1
71,112,119,98,1
71,108,119,98,1
67,108,119,98,1
63,112,114,98,1
63,108,119,98,1
63,112,119,94,1
63,108,114,94,1
63,103,114,94,1
63,103,119,94,1
63,108,124,98,1
63,108,119,98,1
63,108,119,98,1
67,112,124,101,1
67,112,130,98,1
63,112,124,98,1
67,108,119,98,1
63,99,110,94,1
67,70,72,57,7
67,70,75,60,7
78,88,97,69,4
78,92,97,73,4
78,92,93,73,4
82,88,97,69,4
74,88,93,73,4
74,84,97,69,4
78,88,89,73,4
78,88,93,73,4
70,79,93,65,7
67,84,85,62,7
67,75,82,62,7
70,84,85,69,4
78,88,93,76,4
74,79,89,73,7
60,67,78,62,5
53,49,78,58,5
60,60,78,65,5
70,79,85,73,7
70,84,89,69,7
78,92,97,80,7
82,106,114,87,3
85,106,114,94,3
82,102,114,90,3
74,92,97,80,3
60,63,74,55,5
60,63,82,69,5
60,60,93,80,5
63,63,97,90,5
67,75,101,87,5
70,84,101,87,5
89,106,114,94,3
93,120,124,104,1
82,120,124,101,1
67,106,114,90,1
63,92,105,80,1
63,88,105,83,1
67,97,110,87,1
67,111,114,94,1
67,106,114,94,1
67,111,124,94,1
63,106,114,94,1
63,102,114,90,1
63,102,119,94,1
67,106,114,97,1
63,102,114,90,1
63,106,119,101,1
63,111,124,104,1
63,111,119,97,1
67,111,124,97,1
67,106,124,94,1
67,111,114,101,1
67,106,114,90,1
60,71,74,58,7
63,71,74,58,7
67,71,74,62,7
63,71,74,58,7
80,94,94,72,4
80,94,94,72,4
76,89,86,68,4
76,85,90,68,4
76,85,94,68,4
72,81,86,68,7
72,81,86,65,7
64,69,86,72,5
72,89,94,72,7
72,85,86,72,7
72,94,98,76,7
80,98,106,83,3
80,102,111,87,3
84,111,115,94,3
84,102,111,87,3
80,94,102,83,3
60,66,98,83,5
64,69,98,87,5
72,81,102,87,5
80,94,111,91,3
84,106,111,91,3
92,115,120,102,3
97,115,125,102,1
80,106,106,91,1
80,111,120,98,1
76,111,115,94,1
68,106,115,91,1
68,102,115,91,1
64,89,102,79,1
64,89,98,83,1
64,106,115,94,1
64,106,115,94,1
64,106,115,98,1
64,102,115,94,1
64,106,120,94,1
64,102,115,94,1
64,102,115,94,1
64,106,120,94,1
68,111,125,102,1
68,106,120,98,1
64,102,115,98,1
64,111,120,98,1
68,111,125,98,1
68,111,131,102,1
72,111,120,98,1
68,89,102,79,1
64,73,74,61,7
80,91,96,70,4
76,95,91,74,4
80,91,96,70,4
71,87,87,70,4
76,87,91,70,4
76,87,87,70,4
76,87,91,70,4
68,79,83,63,7
68,79,83,67,7
68,75,83,59,7
64,71,79,63,7
71,79,87,70,7
71,75,87,70,7
60,54,75,59,5
80,99,104,78,7
76,91,96,74,7
84,103,108,88,3
71,75,83,59,5
60,68,71,59,5
64,75,91,78,5
80,99,108,88,3
84,107,118,96,3
84,112,118,96,3
97,121,128,103,1
88,116,122,96,1
92,103,108,81,1
80,87,96,81,1
68,83,100,85,1
68,107,118,92,1
56,91,104,81,1
60,95,113,88,1
64,103,113,92,1
60,103,118,92,1
60,99,113,92,1
64,103,118,92,1
64,107,113,96,1
64,107,122,92,1
64,103,113,92,1
64,103,118,99,1
68,112,122,96,1
64,107,118,99,1
68,107,122,96,1
71,112,128,99,1
71,112,122,96,1
76,112,118,96,1
68,91,96,78,1
79,91,96,75,4
79,87,93,71,4
75,87,89,67,4
71,87,89,67,4
75,83,89,67,4
75,87,89,67,4
75,87,89,67,4
71,87,89,67,4
67,79,81,62,7
67,79,81,67,7
71,83,81,67,7
67,68,74,54,7
71,75,81,71,7
63,61,74,54,5
59,54,77,54,5
84,99,109,83,7
79,91,104,75,7
75,87,89,75,7
79,91,96,75,7
84,103,109,83,3
88,107,113,92,3
88,107,113,92,3
84,99,104,79,3
75,99,109,83,3
75,107,113,92,3
75,103,113,96,1
79,111,123,100,1
79,107,118,92,1
71,107,113,92,1
71,103,118,92,1
71,107,118,96,1
71,107,118,96,1
63,107,113,92,1
63,103,113,92,1
63,103,113,92,1
63,107,113,92,1
63,99,113,92,1
59,99,113,92,1
59,103,118,92,1
63,103,118,96,1
67,103,118,96,1
67,99,118,92,1
71,111,118,96,1
67,107,118,96,1
63,107,118,100,1
67,111,118,96,1
67,107,118,96,1
71,107,118,96,1
75,111,118,100,1
71,107,118,96,1
67,99,109,83,1
74,91,92,70,4
74,87,92,66,4
70,83,84,70,4
66,79,80,63,7
66,79,76,59,7
70,79,88,63,7
70,83,84,66,7
66,75,80,63,7
70,79,76,63,7
70,75,76,59,7
70,75,84,66,7
63,56,76,55,5
63,60,80,59,5
78,83,100,78,7
82,96,104,85,7
82,104,112,85,3
86,113,127,96,3
90,113,127,96,3
95,109,117,96,3
86,104,112,89,3
86,118,122,100,1
82,109,112,92,1
74,100,112,92,1
66,96,108,92,1
63,96,104,89,1
63,100,117,96,1
70,104,117,92,1
66,104,122,92,1
63,100,112,92,1
63,104,112,92,1
59,104,112,92,1
59,100,104,81,1
59,96,104,81,1
63,91,108,89,1
63,100,104,89,1
66,100,112,92,1
66,104,108,96,1
63,109,122,96,1
63,100,117,96,1
66,109,122,100,1
66,109,122,100,1
66,109,117,96,1
66,113,117,96,1
66,113,117,96,1
70,109,122,100,1
66,109,122,96,1
70,113,127,96,1
74,113,117,96,1
74,113,122,100,1
75,84,82,68,4
67,73,79,57,7
71,81,86,64,7
71,81,82,64,7
67,73,75,57,7
63,73,75,57,7
71,91,90,72,7
71,77,86,64,7
71,77,86,64,7
71,81,86,68,7
75,81,86,68,7
63,70,86,72,5
83,91,101,83,7
87,95,97,79,7
83,99,105,86,3
87,112,114,94,3
92,117,124,101,3
92,117,130,101,3
96,112,124,98,3
87,99,105,90,3
83,112,124,94,3
87,112,119,98,1
79,103,114,90,1
59,91,105,86,1
59,91,101,86,1
59,95,110,90,1
59,99,114,90,1
59,103,119,94,1
63,103,114,94,1
63,103,110,90,1
59,99,110,90,1
59,91,105,86,1
59,88,110,86,1
59,88,110,90,1
63,99,101,86,1
63,91,101,79,1
63,95,105,83,1
67,95,101,83,1
67,99,114,86,1
67,103,110,94,1
63,108,119,94,1
63,112,114,94,1
67,108,119,101,1
67,108,119,98,1
67,108,119,98,1
71,108,114,98,1
71,112,119,98,1
67,112,119,98,1
67,75,78,58,7
63,75,78,55,7
63,71,74,55,7
63,67,82,58,7
63,71,74,58,7
63,71,74,58,7
63,71,74,58,7
67,75,78,65,7
60,71,70,58,7
63,75,74,62,7
70,88,93,73,7
74,88,89,73,7
78,92,97,80,7
82,97,97,80,7
82,92,93,83,7
78,92,101,80,7
74,79,89,73,5
82,102,105,87,3
85,106,114,90,3
93,120,119,97,3
93,115,124,97,3
93,120,129,101,3
93,115,124,101,3
85,106,114,94,3
78,115,114,97,3
78,111,119,94,1
70,106,114,90,1
63,97,105,87,1
57,92,110,87,1
60,88,110,83,1
57,92,110,87,1
60,97,114,87,1
57,92,114,87,1
57,92,105,83,1
53,92,105,87,1
57,88,105,87,1
60,97,119,94,1
63,106,119,90,1
60,97,114,94,1
63,102,114,87,1
67,102,114,94,1
67,102,114,90,1
63,111,119,97,1
67,111,124,94,1
67,111,119,97,1
67,106,114,97,1
64,73,74,57,7
64,69,71,57,7
64,69,74,57,7
64,73,74,61,7
64,73,71,57,7
68,69,74,57,7
64,73,74,54,7
64,73,78,57,7
64,73,78,61,7
68,77,90,68,7
64,69,74,61,7
72,81,86,68,7
80,98,106,83,7
80,94,102,79,7
76,85,90,68,7
76,85,98,79,7
80,94,102,83,7
88,106,106,87,3
88,106,111,91,3
88,115,120,94,3
84,111,115,94,3
88,115,120,102,3
80,111,115,94,1
76,106,115,94,1
72,102,106,91,1
64,98,111,91,1
53,85,102,83,1
57,89,106,83,1
57,81,94,79,1
57,81,90,76,1
57,81,90,76,1
57,85,98,83,1
60,94,106,87,1
60,94,111,87,1
57,94,102,87,1
57,85,102,79,1
53,89,106,87,1
53,89,106,83,1
53,81,102,83,1
53,85,94,83,1
53,85,98,83,1
53,85,102,83,1
57,98,106,91,1
60,106,115,98,1
64,106,120,98,1
64,102,115,94,1
64,106,115,94,1
68,106,115,94,1
64,111,120,94,1
72,111,120,98,1
68,111,115,94,1
68,111,120,94,1
68,111,120,94,1
64,71,67,56,7
68,71,71,59,7
68,71,75,56,7
68,71,75,56,7
64,71,75,56,7
64,75,79,56,7
64,79,79,63,7
88,103,113,88,7
76,83,96,78,7
76,83,91,78,7
80,95,100,81,7
88,103,108,88,3
88,112,122,96,3
88,116,122,103,3
76,112,118,92,1
71,103,108,88,1
64,103,118,96,1
53,83,100,85,1
50,75,91,74,1
56,79,91,78,1
53,79,96,78,1
53,83,96,81,1
53,83,100,78,1
53,95,108,85,1
46,79,87,78,1
50,79,96,78,1
60,103,118,92,1
64,107,118,96,1
64,112,118,96,1
71,107,118,96,1
76,112,122,99,1
76,112,122,99,1
64,95,104,81,1
64,107,118,96,1
64,112,122,99,1
76,112,122,99,1
71,112,122,96,1
71,112,122,96,1
71,112,122,96,1
68,112,122,99,1
67,72,74,58,7
67,72,74,54,7
63,72,74,54,7
67,72,70,58,7
63,72,74,58,7
67,79,85,67,7
67,83,89,71,7
71,79,81,67,7
67,72,81,62,7
71,83,89,67,7
79,87,96,79,7
79,87,89,71,7
79,87,100,75,7
75,87,96,79,7
88,95,109,87,7
93,103,113,92,3
88,121,123,100,3
79,107,109,96,1
67,99,113,87,1
59,87,104,87,1
51,79,100,79,1
51,72,89,75,1
51,75,93,79,1
55,75,96,79,1
55,72,93,71,1
59,79,93,75,1
55,79,96,75,1
51,83,100,83,1
51,79,96,79,1
55,79,93,75,1
51,75,93,75,1
55,87,100,83,1
67,107,118,96,1
71,107,118,96,1
67,107,118,96,1
67,107,118,92,1
67,107,118,96,1
67,107,123,96,1
67,111,123,96,1
67,111,118,100,1
71,111,123,96,1
71,111,118,100,1
71,111,123,100,1
63,67,69,55,7
66,71,73,55,7
66,71,69,55,7
66,71,73,55,7
66,71,76,55,7
63,71,73,59,7
63,67,69,55,7
63,75,76,59,7
66,75,76,63,7
70,79,80,63,7
78,91,92,78,7
82,100,108,85,3
86,104,108,89,3
78,91,96,78,7
66,71,84,78,7
70,75,92,78,7
74,87,92,78,7
74,83,88,78,7
86,104,112,92,3
78,104,104,92,3
63,87,100,81,1
63,87,104,85,1
56,91,108,89,1
56,87,104,85,1
52,67,84,78,1
52,71,84,78,1
49,75,88,78,1
56,83,104,85,1
59,91,104,85,1
56,79,96,78,1
52,79,96,78,1
52,79,100,78,1
56,83,96,85,1
56,83,108,85,1
52,83,100,81,1
59,87,108,85,1
63,96,112,92,1
66,100,112,92,1
66,96,112,92,1
66,109,122,92,1
70,109,122,96,1
66,109,122,96,1
63,104,108,89,1
63,96,112,85,1
63,109,122,96,1
66,113,127,100,1
66,109,122,96,1
66,109,122,96,1
70,113,117,100,1
70,109,122,100,1
70,113,122,100,1
63,66,68,53,7
63,66,68,57,7
67,73,68,57,7
67,73,72,57,7
63,70,72,57,7
63,73,72,60,7
67,77,82,64,7
71,81,75,68,7
75,88,90,72,7
83,99,101,83,3
87,99,105,83,3
87,99,110,86,3
63,66,79,72,7
71,77,86,72,7
67,73,90,68,7
71,73,86,68,7
71,77,90,72,7
75,91,101,83,7
87,103,114,90,7
87,112,114,94,3
71,103,114,94,1
63,95,105,86,1
56,81,90,79,1
52,77,90,75,1
52,84,105,86,1
49,73,86,79,1
52,70,90,75,1
52,70,90,75,1
52,73,90,75,1
56,81,97,79,1
52,73,93,79,1
56,70,82,72,1
56,84,97,79,1
59,91,101,86,1
59,91,101,86,1
56,88,101,83,1
56,84,97,83,1
52,81,93,79,1
49,73,90,75,1
56,81,93,83,1
56,88,105,83,1
56,84,93,83,1
56,84,97,79,1
59,88,101,86,1
59,95,105,90,1
63,95,101,86,1
67,108,114,98,1
75,108,114,98,1
67,99,110,86,1
67,99,114,86,1
63,108,124,98,1
67,103,124,94,1
67,108,124,94,1
67,112,124,98,1
67,108,114,94,1
67,103,119,90,1
67,88,101,86,5
63,71,74,55,7
67,75,78,62,7
85,102,114,83,3
85,102,110,87,3
85,106,110,87,3
89,102,105,87,3
89,106,114,94,3
93,111,114,94,3
85,102,105,83,3
74,79,93,73,7
63,63,82,69,7
70,75,89,73,7
67,71,89,73,7
78,88,97,83,7
89,106,114,94,3
85,106,114,94,3
78,102,119,90,3
57,84,101,80,1
50,79,101,76,1
50,75,97,76,1
50,71,93,76,1
47,67,89,73,1
47,71,85,73,1
50,67,85,76,1
50,71,89,76,1
50,75,89,80,1
53,84,97,80,1
57,75,82,73,1
53,71,78,73,1
53,71,82,73,1
53,75,89,76,1
50,79,97,80,1
53,84,97,83,1
53,88,105,83,1
53,84,101,80,1
50,84,93,76,1
53,88,97,80,1
57,88,105,87,1
60,88,105,87,1
57,92,101,87,1
60,92,105,87,1
60,97,101,83,1
63,111,119,97,1
67,106,119,97,1
63,102,114,90,1
63,92,105,80,1
63,102,110,94,1
63,106,114,90,1
67,106,114,87,1
63,102,114,87,1
63,97,110,87,1
63,92,110,87,1
67,92,110,90,5
63,88,105,83,5
60,63,74,65,7
80,89,94,72,7
80,89,94,76,7
80,98,98,79,3
92,111,111,91,3
88,102,115,87,3
84,106,115,91,3
84,102,111,87,3
92,106,106,87,3
88,106,115,87,3
88,106,106,87,3
92,102,115,87,3
88,98,106,79,3
72,81,82,65,7
64,73,78,65,7
60,66,78,61,7
64,66,78,65,7
64,66,82,65,7
76,89,102,87,7
84,106,111,94,3
60,102,111,91,1
57,102,115,94,1
57,94,111,87,1
53,85,102,87,1
50,66,82,72,1
50,66,86,76,1
53,66,82,76,1
60,73,86,76,1
60,77,94,79,1
60,89,98,83,1
60,94,106,87,1
60,81,94,76,1
57,73,90,76,1
53,73,90,79,1
57,77,98,76,1
57,81,98,83,1
57,85,98,79,1
57,85,98,83,1
53,85,102,79,1
53,85,98,83,1
57,89,106,87,1
60,94,98,83,1
57,94,111,87,1
60,106,115,94,1
64,106,115,94,1
72,111,120,98,1
68,89,98,83,1
53,66,106,91,2
60,94,111,87,1
68,98,111,91,1
64,98,106,87,1
64,98,111,87,1
64,85,111,87,5
68,89,115,94,5
72,94,111,94,5
76,89,115,94,5
64,69,78,68,7
68,69,82,68,7
60,66,78,68,7
60,66,78,68,7
84,103,113,81,3
84,99,104,85,3
88,107,113,88,3
88,112,122,92,3
88,107,113,88,3
88,103,113,85,3
88,107,113,85,3
84,103,104,81,3
88,103,104,81,3
92,107,108,85,3
84,95,104,85,3
80,95,96,74,7
71,75,83,59,7
64,68,75,63,7
76,87,100,81,7
80,107,118,96,3
60,95,108,88,1
50,83,104,85,1
53,64,79,74,1
53,61,79,67,1
56,68,83,74,1
64,83,100,85,1
64,95,104,85,1
60,83,100,78,1
53,75,87,74,1
56,79,96,78,1
56,87,104,85,1
56,87,100,81,1
56,87,100,78,1
56,87,104,81,1
56,83,104,81,1
56,91,104,85,1
60,91,104,85,1
56,91,104,85,1
56,91,108,85,1
60,95,113,92,1
64,103,118,96,1
71,112,122,103,1
68,112,122,92,1
71,103,113,88,1
68,99,108,88,1
46,48,96,103,2
43,36,104,121,2
43,34,118,132,2
43,31,118,132,2
43,34,118,125,2
46,48,108,107,2
53,75,104,92,2
64,95,108,88,1
60,99,104,85,5
64,91,108,88,5
76,95,122,99,5
76,99,122,96,5
60,61,83,74,5
60,57,79,70,5
53,54,75,70,5
56,57,71,67,5
56,61,71,67,5
88,103,104,83,3
88,103,104,87,3
88,103,109,83,3
88,107,109,87,3
88,107,113,87,3
88,103,109,87,3
79,95,100,79,3
84,99,100,79,3
93,107,109,87,3
84,99,100,79,3
79,87,96,71,7
67,75,81,62,7
75,83,96,79,7
84,103,113,92,3
84,107,118,96,3
79,111,118,96,1
67,99,113,92,1
51,87,100,87,1
51,83,104,83,1
48,75,96,75,1
51,68,85,71,1
51,68,77,71,1
51,64,77,71,1
48,61,74,67,1
59,72,85,75,1
59,79,89,79,1
63,83,96,83,1
63,87,96,83,1
63,87,96,83,1
59,95,109,87,1
63,99,113,92,1
67,99,109,87,1
67,95,104,87,1
67,95,109,87,1
59,91,104,87,1
55,87,104,87,1
55,91,104,87,1
63,95,109,87,1
67,99,109,92,1
67,107,118,96,1
67,107,123,96,1
67,111,123,96,1
71,111,128,100,1
71,107,123,96,1
71,103,118,96,1
67,103,118,92,1
63,107,118,92,1
51,45,113,125,2
44,29,123,133,2
44,32,113,125,2
48,34,113,125,2
51,58,113,104,2
63,95,104,83,5
75,99,118,96,5
75,99,118,96,5
75,99,118,96,5
75,95,113,96,5
51,54,81,75,5
51,48,81,79,5
48,48,67,71,5
51,54,67,62,5
90,104,108,85,3
90,100,100,81,3
86,100,108,81,3
86,100,104,81,3
90,104,112,89,3
86,104,108,89,3
86,104,104,85,3
82,96,96,81,3
82,96,100,78,3
82,96,100,78,3
90,109,112,89,3
82,100,96,81,3
78,87,100,81,7
86,100,108,89,3
86,100,108,89,3
78,100,112,92,3
59,91,100,85,1
52,79,92,78,1
49,83,96,81,1
49,79,96,78,1
49,71,88,78,1
49,67,88,70,1
52,67,84,70,1
49,67,80,70,1
52,71,80,74,1
52,71,84,70,1
56,75,88,74,1
59,79,96,81,1
56,79,88,81,1
59,83,100,81,1
59,83,100,81,1
59,87,104,85,1
63,100,112,92,1
70,104,117,92,1
63,96,112,89,1
63,96,112,89,1
66,100,112,89,1
63,100,112,92,1
63,100,117,92,1
63,96,108,89,1
52,87,108,85,1
63,87,108,85,1
63,96,112,89,1
63,104,108,92,1
74,113,122,100,1
70,113,122,96,1
70,109,122,100,1
66,113,122,100,1
46,43,112,122,2
52,53,108,114,2
49,40,112,125,2
46,34,112,133,2
46,32,112,133,2
46,46,112,114,2
56,71,104,89,2
59,87,100,81,5
66,91,112,89,5
70,96,112,92,5
70,96,117,92,5
82,91,108,85,5
63,63,88,78,5
52,53,76,74,5
56,53,80,74,5
49,49,76,74,5
52,53,73,66,5
87,99,101,83,3
87,99,105,83,3
83,99,101,83,3
83,95,97,79,3
83,95,101,83,3
87,103,110,86,3
92,103,105,86,3
87,103,110,86,3
87,103,114,86,3
92,112,119,94,3
96,112,119,98,3
92,103,110,90,3
83,95,105,79,3
83,95,101,79,3
87,103,105,83,3
87,103,110,90,3
79,99,105,86,3
75,99,110,90,1
67,99,114,90,1
56,84,93,83,1
52,77,93,79,1
46,73,90,75,1
49,73,86,79,1
49,73,93,79,1
49,73,86,75,1
52,66,82,72,1
52,70,82,72,1
49,70,82,72,1
59,84,93,83,1
56,81,93,79,1
56,81,93,79,1
56,84,105,86,1
63,99,114,94,1
67,99,110,94,1
63,95,105,90,1
63,99,110,90,1
67,99,114,94,1
63,99,114,94,1
63,103,114,90,1
63,103,119,90,1
59,99,114,90,1
59,95,110,86,1
56,84,101,83,1
56,84,105,86,1
59,81,105,86,1
59,88,105,86,1
67,99,110,94,1
63,103,119,94,1
67,108,124,98,1
71,112,124,101,1
71,112,130,101,1
71,112,130,101,1
67,108,114,98,1
56,70,110,98,1
52,54,97,105,2
46,32,119,135,2
46,30,119,139,2
46,34,110,124,2
49,51,101,101,2
56,73,97,79,5
67,84,105,94,5
79,91,119,98,5
79,99,110,86,5
71,77,86,75,5
59,60,72,72,5
59,60,75,68,5
52,54,75,68,5
52,60,72,64,7
85,102,105,80,3
85,97,101,80,3
82,97,101,76,3
93,115,124,94,3
97,115,124,97,3
93,106,114,94,3
85,106,105,83,3
85,102,101,83,3
89,102,110,87,3
85,102,114,87,3
78,92,101,87,3
74,97,105,94,1
53,88,101,83,1
47,71,85,73,1
50,79,89,76,1
50,71,82,73,1
47,67,82,65,1
50,71,85,73,1
53,75,89,73,1
53,84,97,80,1
53,84,101,87,1
50,79,93,80,1
53,79,89,76,1
57,79,93,80,1
57,88,101,83,1
57,88,101,83,1
60,75,93,83,1
63,88,105,90,1
67,97,114,90,1
70,106,114,94,1
63,97,114,90,1
67,102,114,90,1
63,102,114,90,1
63,106,114,90,1
57,88,105,87,1
60,97,105,87,1
63,97,114,90,1
67,106,119,97,1
47,40,105,122,2
44,31,114,136,2
44,31,114,133,2
44,31,114,133,2
44,31,110,133,2
44,29,114,136,2
44,29,114,133,2
47,37,114,122,2
63,84,97,80,5
74,92,110,94,5
78,84,93,80,7
60,71,82,65,7
63,67,78,69,7
60,63,74,69,7
60,63,78,65,7
88,106,102,83,3
80,98,98,76,3
84,106,111,87,3
88,111,115,91,3
92,106,111,87,3
88,102,106,83,3
88,102,106,83,3
84,102,106,79,3
84,94,102,79,3
84,94,102,79,3
84,102,111,87,3
88,106,102,91,3
84,98,102,87,3
57,94,111,91,1
53,85,102,83,1
50,73,90,76,1
50,69,86,72,1
53,69,82,72,1
50,66,82,72,1
50,77,98,79,1
53,77,94,79,1
50,73,90,76,1
53,69,82,72,1
53,73,94,76,1
53,73,90,76,1
53,77,94,76,1
53,77,94,76,1
57,77,90,76,1
53,77,94,79,1
64,81,90,83,1
68,89,102,87,1
68,94,115,91,1
60,89,102,83,1
60,85,102,83,1
64,98,115,91,1
64,98,111,91,1
53,89,106,87,1
57,94,111,87,1
57,94,106,83,1
64,98,111,91,1
68,106,111,98,1
72,111,120,102,1
68,111,120,98,1
68,111,125,98,1
60,89,111,94,1
47,31,111,131,2
44,31,115,131,2
47,31,111,124,2
47,37,106,124,2
53,55,98,91,2
64,85,98,79,5
64,77,106,98,5
68,69,111,98,5
68,73,111,91,5
72,77,94,76,7
76,85,98,76,4
72,81,86,72,4
68,73,78,65,7
64,66,74,65,7
80,99,104,78,3
80,95,100,78,3
80,95,100,81,3
84,103,108,88,3
88,99,104,88,3
80,99,104,81,3
84,103,104,85,3
84,99,100,81,3
88,99,104,85,3
84,99,100,81,3
84,99,104,85,3
88,99,113,92,3
76,95,104,88,3
53,87,104,85,1
50,75,96,78,1
50,71,91,78,1
50,71,87,74,1
50,75,91,74,1
53,75,87,78,1
53,75,87,78,1
50,75,96,78,1
56,68,83,67,1
53,68,83,70,1
53,71,87,74,1
53,75,91,78,1
53,79,96,70,1
56,83,96,78,1
60,87,104,85,1
60,83,100,85,1
60,79,96,85,1
64,91,100,81,1
68,87,96,81,1
64,87,104,85,1
68,91,104,88,1
60,75,91,78,1
56,68,83,74,1
56,91,104,88,1
56,87,108,85,1
56,83,100,85,1
56,83,96,85,1
60,91,100,85,1
60,99,108,92,1
71,107,122,103,1
71,112,122,99,1
68,112,122,99,1
71,112,128,99,1
64,91,104,92,1
60,83,108,92,1
60,64,100,99,2
53,51,104,114,2
43,36,118,128,2
50,48,104,107,2
56,61,91,85,5
60,64,91,81,5
60,75,96,78,5
64,68,108,92,5
80,99,104,85,4
71,79,91,74,4
88,99,104,83,3
88,103,104,83,3
84,95,100,79,3
79,91,96,79,3
84,95,100,79,3
84,99,104,83,3
88,107,113,87,3
88,107,109,87,3
84,99,104,79,3
84,99,104,79,3
88,99,109,83,3
84,103,100,83,3
84,99,104,83,3
84,103,104,83,3
88,103,113,87,3
88,103,109,92,3
79,95,100,87,3
67,95,109,92,1
63,95,113,87,1
55,83,100,83,1
51,75,93,79,1
51,64,85,75,1
51,72,85,75,1
48,72,89,75,1
51,83,93,75,1
55,79,96,79,1
55,72,89,71,1
55,79,89,79,1
55,79,96,79,1
59,83,96,79,1
71,99,104,87,1
67,103,109,87,1
59,75,96,79,1
59,83,96,79,1
63,91,100,83,1
75,91,109,92,1
75,95,104,87,1
59,72,85,71,1
67,103,109,92,1
59,95,113,92,1
63,87,100,87,1
63,95,104,92,1
71,103,113,96,1
71,103,113,96,1
71,111,118,96,1
59,75,100,83,1
59,87,104,92,1
67,87,100,83,1
63,79,100,87,1
59,68,96,92,5
55,61,100,96,2
55,61,100,87,5
55,58,96,87,5
59,61,89,79,5
59,61,85,75,5
59,75,89,79,5
59,64,100,92,5
59,58,104,100,5
63,64,104,96,5
71,79,96,79,4
79,95,96,79,4
86,104,108,81,3
82,91,104,78,3
86,100,108,85,3
90,109,112,92,3
86,100,108,85,3
82,96,104,81,3
82,100,104,81,3
86,104,108,92,3
82,100,108,89,3
74,96,104,89,1
63,96,100,92,1
56,91,108,89,1
49,75,92,78,1
46,75,96,78,1
46,67,84,74,1
49,71,92,74,1
49,71,84,78,1
49,71,88,74,1
52,79,96,78,1
52,79,92,81,1
52,71,84,74,1
52,71,84,70,1
52,71,80,70,1
52,71,84,70,1
56,75,92,74,1
56,79,88,78,1
59,87,96,81,1
66,96,108,92,1
59,91,100,85,1
56,79,96,81,1
59,83,96,81,1
66,83,100,81,1
66,87,104,89,1
70,96,104,89,1
63,79,88,78,1
56,63,84,70,1
59,79,96,81,1
63,91,112,89,1
63,96,112,89,1
63,100,122,92,1
63,96,108,89,1
66,96,112,89,1
70,100,112,92,1
70,104,112,96,1
70,100,112,96,1
63,83,104,89,1
59,79,92,81,1
63,75,104,85,1
70,100,112,92,1
66,79,96,85,5
63,71,104,92,5
59,63,104,96,5
59,60,100,92,5
56,60,100,89,5
56,60,88,81,5
56,60,88,78,5
56,60,84,78,5
59,67,88,74,5
63,71,92,81,5
59,60,96,92,5
56,63,104,96,5
70,75,104,85,5
74,87,92,78,4
74,91,100,81,4
78,96,96,81,4
79,95,97,75,3
83,95,97,79,3
83,95,101,79,3
83,95,105,83,3
96,112,110,94,3
87,103,110,83,3
83,95,105,83,3
87,103,105,86,3
79,99,110,90,3
71,103,119,94,1
59,95,110,90,1
52,84,97,86,1
52,73,90,79,1
49,73,97,83,1
49,77,93,75,1
46,66,86,72,1
49,70,86,75,1
49,70,86,72,1
52,70,82,75,1
49,66,86,75,1
52,70,86,72,1
56,73,86,75,1
59,77,90,79,1
52,84,97,83,1
59,84,93,79,1
59,88,105,86,1
59,73,93,75,1
67,84,97,83,1
63,73,93,75,1
67,103,114,94,1
67,103,114,94,1
67,103,114,94,1
75,108,114,94,1
75,108,119,98,1
75,103,119,98,1
71,99,114,98,1
75,108,124,98,1
71,99,110,94,1
63,66,90,79,1
67,88,105,86,5
